class,method,pc,offset,length,key,text
cc,public final void gU();,508,27691,1,574924928,1
cc,public final void gU();,543,28224,1,574924928,2
cc,public final void gU();,597,28224,1,574924928,2
cc,public final void gU();,648,28224,1,574924928,2
cc,public final void gU();,687,28225,2,574924928,"
|"
cc,public final void gU();,721,28227,3,574924928,|1|
cd,public static void gV();,54,3,2,574924928,  
cd,public static void gV();,113,2,1,574924928, 
cd,public static void gV();,518,5,3,574924928,   
cd,public static {};,13,28257,31,574924928,/mainImage/myTexture2dflare.png
cd,public static {};,32,28288,35,574924928,/mainImage/myTexture2ditemaura1.png
cd,public static {};,51,28323,35,574924928,/mainImage/myTexture2ditemaura2.png
cd,public static {};,70,28358,35,574924928,/mainImage/myTexture2ditemaura3.png
cf,public static void gX();,98,2,1,574924928, 
cg,public static {};,14,28393,8,574924928,vEffect3
cg,public static {};,37,28401,8,574924928,vEffect2
cg,public static {};,60,28409,11,574924928,vRemoveEff2
cg,public static {};,83,28420,11,574924928,vEffect2Out
cg,public static {};,106,28431,8,574924928,vAnimate
cg,public static {};,129,28439,11,574924928,vEffectFeet
ch,public static void gY();,173,2,1,574924928, 
ch,public static void gY();,216,2,1,574924928, 
ci,public static void gZ();,121,2,1,574924928, 
ci,public static void gZ();,161,5,3,574924928,   
ci,public static void gZ();,335,3,2,574924928,  
ci,public static void gZ();,566,2,1,574924928, 
ci,"public final void b(int, java.lang.String);",102,28450,7,574924928,title= 
cj,public nro.cj();,2108,0,2,574924928,/x
cj,public nro.cj();,2142,28457,12,574924928,/effectdata/
cj,public nro.cj();,2185,28469,5,574924928,/data
cj,public nro.cj();,2228,28474,23,574924928,/effectdata/102/img.png
cj,public nro.cj();,2285,0,2,574924928,/x
cj,public nro.cj();,2320,28457,12,574924928,/effectdata/
cj,public nro.cj();,2363,28469,5,574924928,/data
cj,public nro.cj();,2406,28497,23,574924928,/effectdata/103/img.png
cj,public static void ha();,130,3,2,574924928,  
cj,public static void ha();,170,2,1,574924928, 
cj,public static void ha();,210,2,1,574924928, 
cj,public static void ha();,319,5,3,574924928,   
cl,"public static nro.cl a(java.lang.String, int, nro.cJ);",32,28596,7,574924928,ADD POP
cl,"public static nro.cl a(java.lang.String, int, nro.cJ);",69,28603,5,574924928,!null
cl,"public static nro.cl a(java.lang.String, int, nro.cJ);",99,175,4,574924928,null
cl,public final void h(nro.bF);,569,28218,2,574924928,--
cl,public final void h(nro.bF);,734,785,1,574924928,|
cl,public final void h(nro.bF);,773,785,1,574924928,|
cl,public final void h(nro.bF);,1102,28608,1,574924928,<
cl,public final void h(nro.bF);,1141,28608,1,574924928,<
cl,public final void h(nro.bF);,1193,28609,1,574924928,>
cl,public final void h(nro.bF);,1325,2,1,574924928, 
cl,public final void h(nro.bF);,2209,28610,11,574924928,maxStarSlot
cl,"public final void c(nro.bF, int);",137,28218,2,574924928,--
cl,"public final void c(nro.bF, int);",296,785,1,574924928,|
cl,"public final void c(nro.bF, int);",335,785,1,574924928,|
cl,"public final void c(nro.bF, int);",568,28608,1,574924928,<
cl,"public final void c(nro.bF, int);",607,28608,1,574924928,<
cl,"public final void c(nro.bF, int);",659,28609,1,574924928,>
cl,"public final void c(nro.bF, int);",793,2,1,574924928, 
cl,public static void hc();,151,2,1,574924928, 
cl,public static void hc();,244,2,1,574924928, 
cl,public static void hc();,310,3,2,574924928,  
cl,public static void hc();,616,2,1,574924928, 
cl,public static void hc();,878,2,1,574924928, 
cl,public static void hc();,999,2,1,574924928, 
cl,public static void hc();,1081,5,3,574924928,   
cl,"public static nro.cl a(java.lang.String, int, nro.cJ, int);",32,28596,7,574924928,ADD POP
cl,"public static nro.cl a(java.lang.String, int, nro.cJ, int);",69,28603,5,574924928,!null
cl,"public static nro.cl a(java.lang.String, int, nro.cJ, int);",99,175,4,574924928,null
cn,public final void run();,455,2266,1,574924928,.
cn,public final void run();,513,28621,2,574924928,Kb
cn,public final void run();,912,2266,1,574924928,.
cn,public final void run();,970,28621,2,574924928,Kb
cn,public static void hd();,144,2,1,574924928, 
cn,public static void hd();,564,2,1,574924928, 
cn,public static void hd();,863,2,1,574924928, 
cn,public void k(nro.bV);,258,28623,13,574924928,====> getKey 
cn,public void k(nro.bV);,295,28636,14,574924928, co nect 2 is 
co,public void r(int);,114,2,1,574924928, 
co,public final void cp();,2034,28650,12,574924928,-upd--null: 
co,public final void h(nro.bF);,1265,1576,1,574924928,-
co,public final void h(nro.bF);,1396,1576,1,574924928,-
co,public final void h(nro.bF);,2343,28662,14,574924928,-paint--null: 
co,public nro.co();,1032,28676,10,574924928,/e/e_1.png
co,public nro.co();,1095,28686,10,574924928,/e/e_0.png
co,public nro.co();,1158,28696,10,574924928,/e/e_2.png
co,public nro.co();,1219,28706,11,574924928,/e/nut2.png
co,public nro.co();,1251,28717,11,574924928,/e/nut3.png
co,public static void hf();,109,2,1,574924928, 
co,public static void hf();,252,2,1,574924928, 
co,public static void hf();,292,3,2,574924928,  
co,public static void hf();,332,5,3,574924928,   
co,public static void hf();,1673,2,1,574924928, 
co,public static void hf();,1963,5,3,574924928,   
co,public static void hf();,2217,5,3,574924928,   
co,public static void hf();,2416,2,1,574924928, 
cq,public static void hg();,164,2,1,574924928, 
cq,public static void hg();,230,3,2,574924928,  
cq,public static void hg();,296,5,3,574924928,   
cr,public static void hi();,54,2,1,574924928, 
cr,public static void hi();,255,2,1,574924928, 
cs,public nro.cs();,32,738,14,574924928,infoWaitToShow
cs,public static {};,13,752,33,574924928,/mainImage/myTexture2dgocnhon.png
cs,"public final void d(nro.bF, int, int, int);",500,785,1,574924928,|
cs,"public final void d(nro.bF, int, int, int);",539,785,1,574924928,|
cs,"public final void d(nro.bF, int, int, int);",1454,786,14,574924928,Nhấn # để chat
cs,"public final void d(nro.bF, int, int, int);",1545,800,14,574924928,Nhấn Y để chat
cs,public static void hl();,166,2,1,574924928, 
cs,public static void hl();,209,2,1,574924928, 
cs,public static void hl();,372,3,2,574924928,  
cs,public static void hl();,490,5,3,574924928,   
cs,public static void hl();,636,2,1,574924928, 
ct,public nro.ct();,76,30656,8,574924928,vMobMove
ct,public final void ho();,71,30664,5,574924928,/Mob/
ct,public final void ho();,144,28469,5,574924928,/data
ct,public final void ho();,199,30669,8,574924928,/img.png
ct,public static void hp();,54,2,1,574924928, 
ct,public static void hp();,148,2,1,574924928, 
ct,public static void hp();,233,3,2,574924928,  
ct,public static void hp();,273,5,3,574924928,   
ct,public static void hp();,868,2,1,574924928, 
ct,public static void hp();,1523,5,3,574924928,   
ct,"public nro.ct(int, boolean, boolean, boolean, boolean, boolean, int, int, long, byte, long, short, short, byte, byte);",76,30656,8,574924928,vMobMove
ct,"public nro.ct(int, boolean, boolean, boolean, boolean, boolean, int, int, long, byte, long, short, short, byte, byte);",8468,30677,8,574924928,MOB ID= 
ct,public static {};,17,30685,7,574924928,lastMob
ct,public static {};,40,30692,6,574924928,newMob
ct,public static {};,59,30698,31,574924928,/mainImage/myTexture2dmobHP.png
cu,public static void hq();,54,3,2,574924928,  
cu,public static void hq();,89,2,1,574924928, 
cu,public static void hq();,220,2,1,574924928, 
cu,public static void hq();,649,5,3,574924928,   
cv,public static void c(boolean);,102,30758,4,574924928, [2]
cv,public static void hr();,166,2,1,574924928, 
cv,public static void hr();,206,3,2,574924928,  
cv,public static void hr();,406,2,1,574924928, 
cv,public static void hr();,447,5,3,574924928,   
cv,public static javax.microedition.lcdui.Image a(java.lang.String);,39,0,2,574924928,/x
cv,public static javax.microedition.lcdui.Image a(java.lang.String);,88,30762,15,574924928,path load rms= 
cv,public static javax.microedition.lcdui.Image a(java.lang.String);,135,2266,1,574924928,.
cv,public static javax.microedition.lcdui.Image a(java.lang.String);,186,28152,1,574924928,/
cv,public static javax.microedition.lcdui.Image a(java.lang.String);,234,30777,1,574924928,x
cv,public static {};,29,30778,20,574924928,/mainImage/black.png
cv,public static javax.microedition.lcdui.Image c(java.lang.String);,39,0,2,574924928,/x
cv,public static void d(boolean);,57,30798,4,574924928, [1]
cv,public static void d(boolean);,193,30802,32,574924928,===========> 2 vào OnconnectFail
cv,public static java.lang.String d(long);,113,30834,1,574924928,b
cv,public static java.lang.String d(long);,184,30835,1,574924928,m
cv,public static java.lang.String d(long);,268,1576,1,574924928,-
cv,public static java.lang.String d(long);,306,30836,1,574924928,k
cv,public static java.lang.String d(long);,478,672,1,574924928,","
cv,public static java.lang.String d(long);,569,672,1,574924928,","
cv,public static java.lang.String d(long);,646,1576,1,574924928,-
cw,public static {};,13,30837,23,574924928,/mainImage/btn0left.png
cw,public static {};,32,30860,22,574924928,/mainImage/btn0mid.png
cw,public static {};,51,30882,24,574924928,/mainImage/btn0right.png
cw,public static {};,70,30906,23,574924928,/mainImage/btn1left.png
cw,public static {};,89,30929,22,574924928,/mainImage/btn1mid.png
cw,public static {};,108,30951,24,574924928,/mainImage/btn1right.png
cw,public static void hs();,99,2,1,574924928, 
cw,public static void hs();,221,5,3,574924928,   
cw,public static void hs();,335,3,2,574924928,  
cy,public static void hv();,54,2,1,574924928, 
cz,public static void hw();,142,2,1,574924928, 
cz,public static void hw();,185,2,1,574924928, 
cz,public static void hw();,225,3,2,574924928,  
cz,public static void hw();,306,5,3,574924928,   
d,public static void q();,54,2,1,574924928, 
d,public static void q();,136,2,1,574924928, 
da,public nro.da();,32,969,9,574924928,Thiết Lập
da,public nro.da();,63,33609,22,574924928,• Đánh Chuyển Mục Tiêu
da,public nro.da();,134,2142,24,574924928,Theo Thời Gian Hồi Chiêu
da,public nro.da();,172,33631,24,574924928,Theo Thời Gian Tùy Chỉnh
da,public nro.da();,232,33655,34,574924928,Đánh chuyển mục tiêu sau X millis:
da,public nro.da();,306,1076,3,574924928,Lưu
da,public nro.da();,373,1079,3,574924928,Hủy
da,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",163,33689,21,574924928,Setup_AutoChangeFocus
da,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",308,947,22,574924928,Lưu cài đặt thành công
da,public static void it();,54,2,1,574924928, 
da,public static void it();,89,3,2,574924928,  
da,public static {};,26,33689,21,574924928,Setup_AutoChangeFocus
db,public static {};,20,35757,16,574924928,Mod by Hùng Hero
db,public static {};,44,35773,14,574924928,Setup_AutoChat
db,public static void iv();,54,2,1,574924928, 
db,public static void iv();,89,3,2,574924928,  
db,public static void iv();,221,2,1,574924928, 
db,public nro.db();,32,969,9,574924928,Thiết Lập
db,public nro.db();,63,35787,11,574924928,• Auto Chat
db,public nro.db();,133,35798,14,574924928,Chat Công Cộng
db,public nro.db();,171,35812,13,574924928,Chat Thế Giới
db,public nro.db();,231,35825,9,574924928,Nội dung:
db,public nro.db();,301,35834,18,574924928,Chat sau X millis:
db,public nro.db();,375,1076,3,574924928,Lưu
db,public nro.db();,442,1079,3,574924928,Hủy
db,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",185,35773,14,574924928,Setup_AutoChat
db,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",330,947,22,574924928,Lưu cài đặt thành công
dc,public static void iy();,106,37211,14,574924928,Setup_PickItem
dc,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",104,947,22,574924928,Lưu cài đặt thành công
dc,public nro.dc();,32,969,9,574924928,Thiết Lập
dc,public nro.dc();,63,37225,11,574924928,• Auto Nhặt
dc,public nro.dc();,134,31900,7,574924928,Chạy Bộ
dc,public nro.dc();,173,31907,11,574924928,Dịch Chuyển
dc,public nro.dc();,212,31918,2,574924928,A*
dc,public nro.dc();,267,37236,13,574924928,• Chế Độ Nhặt
dc,public nro.dc();,343,27902,6,574924928,Tất Cả
dc,public nro.dc();,381,37249,7,574924928,ID Item
dc,public nro.dc();,441,37256,13,574924928,ID item nhặt:
dc,public nro.dc();,511,37269,19,574924928,ID item không nhặt:
dc,public nro.dc();,582,1076,3,574924928,Lưu
dc,public nro.dc();,649,1079,3,574924928,Hủy
dc,public static void iz();,54,2,1,574924928, 
dc,public static void iz();,89,5,3,574924928,   
dc,public static void iz();,177,3,2,574924928,  
dc,public static {};,28,37288,14,574924928,76;188;189;190
dc,public static {};,43,37302,15,574924928,342;343;344;345
dc,public static {};,58,37211,14,574924928,Setup_PickItem
dd,public static {};,20,38044,50,574924928,https://nro-controller-default-rtdb.firebaseio.com
dd,public static {};,40,38094,16,574924928,Setup_Controller
dd,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",182,38094,16,574924928,Setup_Controller
dd,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",327,947,22,574924928,Lưu cài đặt thành công
dd,public nro.dd();,32,969,9,574924928,Thiết Lập
dd,public nro.dd();,63,38110,18,574924928,• Điều Khiển Từ Xa
dd,public nro.dd();,134,991,3,574924928,Bật
dd,public nro.dd();,173,994,3,574924928,Tắt
dd,public nro.dd();,233,38128,13,574924928,FIREBASE URL:
dd,public nro.dd();,303,38141,7,574924928,UserID:
dd,public nro.dd();,374,1076,3,574924928,Lưu
dd,public nro.dd();,441,1079,3,574924928,Hủy
dd,public static void iB();,54,2,1,574924928, 
dd,public static void iB();,89,3,2,574924928,  
de,public static void iD();,54,2,1,574924928, 
de,public static void iD();,89,3,2,574924928,  
de,public static void iD();,177,5,3,574924928,   
de,public nro.de();,32,969,9,574924928,Thiết Lập
de,public nro.de();,63,39087,14,574924928,• Auto Kaioken
de,public nro.de();,133,39101,14,574924928,Nhảy Lên Xuống
de,public nro.de();,171,39115,18,574924928,Di Chuyển Đến Quái
de,public nro.de();,226,39133,15,574924928,• Di Chuyển Đến
de,public nro.de();,301,39148,11,574924928,Tất Cả Quái
de,public nro.de();,339,39159,13,574924928,Quái Chỉ Định
de,public nro.de();,394,39172,16,574924928,• Kiểu Di Chuyển
de,public nro.de();,470,31900,7,574924928,Chạy Bộ
de,public nro.de();,509,31907,11,574924928,Dịch Chuyển
de,public nro.de();,548,31918,2,574924928,A*
de,public nro.de();,609,1076,3,574924928,Lưu
de,public nro.de();,676,1079,3,574924928,Hủy
de,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",135,39188,17,574924928,Setup_AutoKaioken
de,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",280,947,22,574924928,Lưu cài đặt thành công
de,public static {};,36,39188,17,574924928,Setup_AutoKaioken
df,public nro.df();,32,969,9,574924928,Thiết Lập
df,public nro.df();,63,42644,8,574924928, • Proxy
df,public nro.df();,134,994,3,574924928,Tắt
df,public nro.df();,172,42652,4,574924928,HTTP
df,public nro.df();,210,42656,5,574924928,SOCK5
df,public nro.df();,271,655,3,574924928,IP:
df,public nro.df();,342,658,5,574924928,PORT:
df,public nro.df();,415,42661,5,574924928,USER:
df,public nro.df();,485,42666,9,574924928,PASSWORD:
df,public nro.df();,556,1076,3,574924928,Lưu
df,public nro.df();,623,1079,3,574924928,Hủy
df,public static void iE();,54,2,1,574924928, 
df,public static void iE();,89,5,3,574924928,   
df,public static void iE();,190,2,1,574924928, 
df,public static void iE();,233,3,2,574924928,  
df,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",264,42675,11,574924928,Setup_Proxy
df,public static {};,43,42675,11,574924928,Setup_Proxy
dg,public nro.dg();,32,969,9,574924928,Thiết Lập
dg,public nro.dg();,64,1817,13,574924928,• Auto Porata
dg,public nro.dg();,135,1830,13,574924928,"Theo %HP, %MP"
dg,public nro.dg();,174,1009,14,574924928,Theo Thời Gian
dg,public nro.dg();,235,1843,9,574924928,"%HP, %MP:"
dg,public nro.dg();,309,1852,25,574924928,Dùng Porata sau X millis:
dg,public nro.dg();,378,1877,21,574924928,• Tách Hợp Thể Đệ Sẽ?
dg,public nro.dg();,454,1898,7,574924928,Đi Theo
dg,public nro.dg();,493,1905,6,574924928,Bảo Vệ
dg,public nro.dg();,532,1911,8,574924928,Tấn Công
dg,public nro.dg();,571,1919,6,574924928,Về Nhà
dg,public nro.dg();,632,1076,3,574924928,Lưu
dg,public nro.dg();,699,1079,3,574924928,Hủy
dg,public static {};,47,1925,16,574924928,Setup_AutoPorata
dg,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",317,1925,16,574924928,Setup_AutoPorata
dg,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",468,947,22,574924928,Lưu cài đặt thành công
dg,public static void iH();,54,2,1,574924928, 
dg,public static void iH();,89,3,2,574924928,  
dg,public static void iH();,189,2,1,574924928, 
dg,public static void iH();,301,5,3,574924928,   
dh,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",236,45664,14,574924928,Setup_AutoPlay
dh,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",361,947,22,574924928,Lưu cài đặt thành công
dh,public static {};,36,45678,2,574924928,-1
dh,public static {};,58,45678,2,574924928,-1
dh,public static {};,81,45680,7,574924928,100-200
dh,public static {};,96,45664,14,574924928,Setup_AutoPlay
dh,public nro.dh();,32,969,9,574924928,Thiết Lập
dh,public nro.dh();,63,45687,11,574924928,• Đánh Quái
dh,public nro.dh();,134,31900,7,574924928,Chạy Bộ
dh,public nro.dh();,173,31907,11,574924928,Dịch Chuyển
dh,public nro.dh();,212,31918,2,574924928,A*
dh,public nro.dh();,267,45698,16,574924928,• Chế Độ Tàn Sát
dh,public nro.dh();,342,45714,20,574924928,Chỉ đánh quái thường
dh,public nro.dh();,380,45734,18,574924928,Chỉ đánh siêu quái
dh,public nro.dh();,418,45752,21,574924928,Đánh quái theo vị trí
dh,public nro.dh();,456,45773,18,574924928,Đánh quái theo tên
dh,public nro.dh();,494,45791,20,574924928,Đánh quái hp min-max
dh,public nro.dh();,532,45811,16,574924928,Đánh tất cả quái
dh,public nro.dh();,587,45827,46,574924928,"• Né siêu quái khi dùng chế độ tàn sát 3, 4, 5"
dh,public nro.dh();,662,991,3,574924928,Bật
dh,public nro.dh();,701,994,3,574924928,Tắt
dh,public nro.dh();,761,45873,11,574924928,HP min-max:
dh,public nro.dh();,824,45884,25,574924928,• Chuyển Khu Khi Lag Quái
dh,public nro.dh();,900,991,3,574924928,Bật
dh,public nro.dh();,939,994,3,574924928,Tắt
dh,public nro.dh();,999,45909,14,574924928,Danh sách khu:
dh,public nro.dh();,1064,45923,25,574924928,• Chuyển Khu Khi Hết Quái
dh,public nro.dh();,1140,991,3,574924928,Bật
dh,public nro.dh();,1179,994,3,574924928,Tắt
dh,public nro.dh();,1239,45909,14,574924928,Danh sách khu:
dh,public nro.dh();,1308,1076,3,574924928,Lưu
dh,public nro.dh();,1375,1079,3,574924928,Hủy
dh,public static void iI();,54,2,1,574924928, 
dh,public static void iI();,89,5,3,574924928,   
dh,public static void iI();,177,3,2,574924928,  
di,public static void iL();,92,3,2,574924928,  
di,public static void iL();,156,2,1,574924928, 
di,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",128,46239,14,574924928,Setup_AutoTDLT
di,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",273,947,22,574924928,Lưu cài đặt thành công
di,public nro.di();,32,969,9,574924928,Thiết Lập
di,public nro.di();,63,46253,11,574924928,• Auto TDLT
di,public nro.di();,99,46264,7,574924928,Số phút
di,public nro.di();,171,46271,7,574924928,Số lần:
di,public nro.di();,245,1076,3,574924928,Lưu
di,public nro.di();,312,1079,3,574924928,Hủy
di,public static {};,29,46239,14,574924928,Setup_AutoTDLT
dj,public nro.dj();,32,969,9,574924928,Thiết Lập
dj,public nro.dj();,63,46278,12,574924928,• BackGround
dj,public nro.dj();,134,991,3,574924928,Bật
dj,public nro.dj();,173,994,3,574924928,Tắt
dj,public nro.dj();,233,46290,19,574924928,Đường dẫn hình ảnh:
dj,public nro.dj();,304,1076,3,574924928,Lưu
dj,public nro.dj();,371,1079,3,574924928,Hủy
dj,public static void iN();,54,2,1,574924928, 
dj,public static void iN();,89,3,2,574924928,  
dj,public static {};,25,46309,8,574924928,BG_Image
dj,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",160,46309,8,574924928,BG_Image
dj,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",308,947,22,574924928,Lưu cài đặt thành công
dk,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",247,2107,15,574924928,Setup_AutoSkill
dk,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",396,947,22,574924928,Lưu cài đặt thành công
dk,public static void iO();,54,2,1,574924928, 
dk,public static void iO();,89,3,2,574924928,  
dk,public nro.dk();,32,969,9,574924928,Thiết Lập
dk,public nro.dk();,64,2122,20,574924928,• Tái Tạo Năng Lượng
dk,public nro.dk();,135,2142,24,574924928,Theo Thời Gian Hồi Chiêu
dk,public nro.dk();,174,1830,13,574924928,"Theo %HP, %MP"
dk,public nro.dk();,235,2166,28,574924928,"%HP, %MP tái tạo năng lượng:"
dk,public nro.dk();,304,2194,19,574924928,• Tự Hồi Sinh Namek
dk,public nro.dk();,380,2142,24,574924928,Theo Thời Gian Hồi Chiêu
dk,public nro.dk();,419,1830,13,574924928,"Theo %HP, %MP"
dk,public nro.dk();,480,2213,27,574924928,"%HP, %MP tự hồi sinh Namek:"
dk,public nro.dk();,554,1076,3,574924928,Lưu
dk,public nro.dk();,621,1079,3,574924928,Hủy
dk,public static {};,47,2107,15,574924928,Setup_AutoSkill
dl,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",383,19457,10,574924928,Setup_Char
dl,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",532,947,22,574924928,Lưu cài đặt thành công
dl,public static void iR();,54,2,1,574924928, 
dl,public static void iR();,89,5,3,574924928,   
dl,public static void iR();,219,2,1,574924928, 
dl,public static void iR();,262,3,2,574924928,  
dl,public nro.dl();,32,969,9,574924928,Thiết Lập
dl,public nro.dl();,67,19467,17,574924928,• Buff Đậu Sư Phụ
dl,public nro.dl();,138,994,3,574924928,Tắt
dl,public nro.dl();,177,19484,11,574924928,Theo Chỉ Số
dl,public nro.dl();,216,1009,14,574924928,Theo Thời Gian
dl,public nro.dl();,277,19495,17,574924928,Chỉ số HP sư phụ:
dl,public nro.dl();,351,19512,17,574924928,Chỉ số KI sư phụ:
dl,public nro.dl();,425,19529,22,574924928,Buff đậu sau X millis:
dl,public nro.dl();,494,19551,16,574924928,• Buff Đậu Đệ Tử
dl,public nro.dl();,570,991,3,574924928,Bật
dl,public nro.dl();,609,994,3,574924928,Tắt
dl,public nro.dl();,670,19567,16,574924928,Chỉ số HP đệ tử:
dl,public nro.dl();,744,19583,16,574924928,Chỉ số KI đệ tử:
dl,public nro.dl();,816,19599,16,574924928,Chỉ số TL đệ tử:
dl,public nro.dl();,890,1076,3,574924928,Lưu
dl,public nro.dl();,955,1079,3,574924928,Hủy
dl,public static {};,82,19457,10,574924928,Setup_Char
dm,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",339,27785,16,574924928,Setup_AttackBoss
dm,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",490,947,22,574924928,Lưu cài đặt thành công
dm,public static {};,37,27801,11,574924928,super broly
dm,public static {};,61,27785,16,574924928,Setup_AttackBoss
dm,public nro.dm();,32,969,9,574924928,Thiết Lập
dm,public nro.dm();,67,27812,20,574924928,• Lọc Thông Báo Boss
dm,public nro.dm();,138,991,3,574924928,Bật
dm,public nro.dm();,177,994,3,574924928,Tắt
dm,public nro.dm();,233,27832,21,574924928,• Chuyển Khu Tìm Boss
dm,public nro.dm();,309,27853,13,574924928,Từ Trên Xuống
dm,public nro.dm();,348,27866,11,574924928,Từ Dưới Lên
dm,public nro.dm();,387,27877,10,574924928,Ngẫu Nhiên
dm,public nro.dm();,443,27887,15,574924928,• Tấn Công Boss
dm,public nro.dm();,519,27902,6,574924928,Tất Cả
dm,public nro.dm();,558,27908,14,574924928,Theo Tên và HP
dm,public nro.dm();,619,27922,9,574924928,Tên boss:
dm,public nro.dm();,690,27931,8,574924928,HP boss:
dm,public nro.dm();,763,1076,3,574924928,Lưu
dm,public nro.dm();,830,1079,3,574924928,Hủy
dm,public static void iT();,54,2,1,574924928, 
dm,public static void iT();,89,3,2,574924928,  
dm,public static void iT();,222,2,1,574924928, 
dm,public static void iT();,265,5,3,574924928,   
dn,public nro.dn();,32,639,11,574924928,Thêm Server
dn,public nro.dn();,68,650,5,574924928,NAME:
dn,public nro.dn();,126,655,3,574924928,IP:
dn,public nro.dn();,185,658,5,574924928,PORT:
dn,public nro.dn();,286,663,4,574924928,Thêm
dn,public nro.dn();,353,667,5,574924928,Thoát
dn,public static void iU();,135,2,1,574924928, 
dn,public static void iU();,278,3,2,574924928,  
dn,public static void iU();,391,2,1,574924928, 
dn,public static void iU();,431,2,1,574924928, 
dn,public static java.lang.String g(java.lang.String);,124,672,1,574924928,","
dn,public static java.lang.String g(java.lang.String);,161,673,6,574924928,:0:0:0
dn,public static java.lang.String g(java.lang.String);,193,673,6,574924928,:0:0:0
dn,public static java.lang.String g(java.lang.String);,269,672,1,574924928,","
dn,public static java.lang.String g(java.lang.String);,308,673,6,574924928,:0:0:0
dn,public static java.lang.String g(java.lang.String);,341,673,6,574924928,:0:0:0
dn,"public static java.lang.String c(java.lang.String, java.lang.String);",49,679,4,574924928,",0,0"
dn,"public static java.lang.String c(java.lang.String, java.lang.String);",120,672,1,574924928,","
dn,"public static java.lang.String c(java.lang.String, java.lang.String);",153,672,1,574924928,","
dn,"public static java.lang.String c(java.lang.String, java.lang.String);",192,672,1,574924928,","
dn,"public static java.lang.String c(java.lang.String, java.lang.String);",261,672,1,574924928,","
dn,public static {};,13,683,44,574924928,"Vũ trụ 1:dragon1.teamobi.com:14445:0:0:0,0,0"
dn,public static {};,29,727,11,574924928,List_Server
dn,"public static java.lang.String d(java.lang.String, java.lang.String);",32,679,4,574924928,",0,0"
dn,"public static java.lang.String d(java.lang.String, java.lang.String);",107,672,1,574924928,","
dn,"public static java.lang.String d(java.lang.String, java.lang.String);",158,672,1,574924928,","
do,public static {};,20,31246,3,574924928,225
do,public static {};,53,31249,16,574924928,Setup_FilterItem
do,public static void iW();,54,2,1,574924928, 
do,public static void iW();,89,3,2,574924928,  
do,public static void iW();,188,2,1,574924928, 
do,public nro.do();,32,969,9,574924928,Thiết Lập
do,public nro.do();,64,31265,8,574924928,• Lọc Đồ
do,public nro.do();,135,31273,6,574924928,Bán Đồ
do,public nro.do();,174,31279,6,574924928,Vứt Đồ
do,public nro.do();,235,31285,26,574924928,ID item muốn bán hoặc vứt:
do,public nro.do();,301,31311,12,574924928,• Bán Đồ Khi
do,public nro.do();,377,31323,14,574924928,Hành Trang Đầy
do,public nro.do();,416,31337,24,574924928,Hành Trang Còn X Ô Trống
do,public nro.do();,477,31361,36,574924928,Bán đồ khi hành trang còn X ô trống:
do,public nro.do();,551,1076,3,574924928,Lưu
do,public nro.do();,618,1079,3,574924928,Hủy
do,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",244,31249,16,574924928,Setup_FilterItem
do,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",393,947,22,574924928,Lưu cài đặt thành công
dp,public nro.dp();,32,969,9,574924928,Thiết Lập
dp,public nro.dp();,67,31894,6,574924928,• Xmap
dp,public nro.dp();,138,31900,7,574924928,Chạy Bộ
dp,public nro.dp();,177,31907,11,574924928,Dịch Chuyển
dp,public nro.dp();,216,31918,2,574924928,A*
